From;To;Length in meter
a4095;a9095;40199
a4096;a4097;32636
a4096;a9096;13183
a4097;a4098;32940
a4097;a9097;8080
a4098;a4099;6241
a4098;a9098;28265
a4099;a4100;25243
a4099;a9099;7149
a4100;a4101;48689
a4100;a9100;3597
a4101;a4102;36109
a4101;a9101;27546
a4102;a4103;26678
a4102;a9102;48795
a4103;a4104;2501
a4103;a9103;49161
a4104;a4105;44429
a4104;a9104;15641
a4105;a4106;17912
a4105;a9105;16093
a4106;a4107;25643
a4106;a9106;32473
a4107;a4108;49281
a4107;a9107;2677
a4108;a4109;41560
a4108;a9108;25313
a4109;a4110;3216
a4109;a9109;41599
a4110;a4111;42521
a4110;a9110;11503
a4111;a4112;13598
a4111;a9111;3008
a4112;a4113;8273
a4112;a9112;2040
a4113;a4114;43740
a4113;a9113;8525
a4114;a4115;29198
a4114;a9114;50846
a4115;a4116;31543
a4115;a9115;35553
a4116;a4117;16612
a4116;a9116;42722
a4117;a4118;5295
a4117;a9117;15425
a4118;a4119;15350
a4118;a9118;16901
a4119;a4120;11134
a4119;a9119;3551
a4120;a4121;5953
a4120;a9120;29787
a4121;a4122;20566
a4121;a9121;50963
a4122;a4123;36950
a4122;a9122;18721
a4123;a4124;27894
a4123;a9123;34443
a4124;a4125;19962
a4124;a9124;38433
a4125;a4126;2922
a4125;a9125;6750
a4126;a4127;51654
a4126;a9126;3213
a4127;a4128;33900
a4127;a9127;9391
a4128;a4129;46931
a4128;a9128;30772
a4129;a4130;29274
a4129;a9129;47827
a4130;a4131;27182
a4130;a9130;48270
a4131;a4132;44578
a4131;a9131;13055
a4132;a4133;5873
a4132;a9132;37055
a4133;a4134;12491
a4133;a9133;44114
a4134;a4135;51341
a4134;a9134;10269
a4135;a4136;29992
a4135;a9135;13171
a4136;a4137;33245
a4136;a9136;36686
a4137;a4138;46374
a4137;a9137;28644
a4138;a4139;24805
a4138;a9138;44891
a4139;a4140;49878
a4139;a9139;42016
a4140;a4141;37701
a4140;a9140;14209
a4141;a4142;18698
a4141;a9141;10904
a4142;a4143;10301
a4142;a9142;32706
a4143;a4144;34200
a4143;a9143;14329
a4144;a4145;2742
a4144;a9144;27974
a4145;a4146;50339
a4145;a9145;36096
a4146;a4147;24325
a4146;a9146;3466
a4147;a4148;23467
a4147;a9147;28751
a4148;a4149;29655
a4148;a9148;41669
a4149;a4150;30977
a4149;a9149;43651
a4150;a4151;20023
a4150;a9150;15552
a4151;a4152;45581
a4151;a9151;12363
a4152;a4153;25621
a4152;a9152;31418
a4153;a4154;34395
a4153;a9153;40808
a4154;a4155;22372
a4154;a9154;9519
a4155;a4156;18464
a4155;a9155;30381
a4156;a4157;4375
a4156;a9156;43638
a4157;a4158;8882
a4157;a9157;19575
a4158;a4159;39289
a4158;a9158;17190
a4159;a4160;30234
a4159;a9159;45599
a4160;a4161;29301
a4160;a9160;41353
a4161;a4162;50740
a4161;a9161;7906
a4162;a4163;34806
a4162;a9162;20238
a4163;a4164;11174
a4163;a9163;24619
a4164;a4165;41342
a4164;a9164;39158
a4165;a4166;31409
a4165;a9165;8396
a4166;a4167;12940
a4166;a9166;14706
a4167;a4168;24265
a4167;a9167;50474
a4168;a4169;26611
a4168;a9168;39524
a4169;a4170;11220
a4169;a9169;40330
a4170;a4171;23391
a4170;a9170;50400
a4171;a4172;13530
a4171;a9171;13680
a4172;a4173;41092
a4172;a9172;45652
a4173;a4174;35271
a4173;a9173;13398
a4174;a4175;12708
a4174;a9174;26621
a4175;a4176;11953
a4175;a9175;16320
a4176;a4177;22294
a4176;a9176;38559
a4177;a4178;19451
a4177;a9177;23900
a4178;a4179;7039
a4178;a9178;38159
a4179;a4180;23230
a4179;a9179;36197
a4180;a4181;30266
a4180;a9180;18595
a4181;a4182;47108
a4181;a9181;26757
a4182;a4183;25121
a4182;a9182;28006
a4183;a4184;4107
a4183;a9183;10659
a4184;a4185;22837
a4184;a9184;24092
a4185;a4186;9375
a4185;a9185;49151
a4186;a4187;32622
a4186;a9186;15732
a4187;a4188;36568
a4187;a9187;12141
a4188;a4189;32471
a4188;a9188;2327
a4189;a4190;34653
a4189;a9189;24118
a4190;a4191;11479
a4190;a9190;32973
a4191;a4192;41621
a4191;a9191;50006
a4192;a4193;24621
a4192;a9192;20511
a4193;a4194;15275
a4193;a9193;34909
a4194;a4195;30362
a4194;a9194;9962
a4195;a4196;48957
a4195;a9195;45756
a4196;a4197;29962
a4196;a9196;16986
a4197;a4198;51837
a4197;a9197;23437
a4198;a4199;14896
a4198;a9198;19564
a4199;a4200;49220
a4199;a9199;41178
a4200;a4201;5388
a4200;a9200;5335
a4201;a4202;48227
a4201;a9201;28642
a4202;a4203;28779
a4202;a9202;47758
a4203;a4204;18157
a4203;a9203;11498
a4204;a4205;41149
a4204;a9204;6587
a4205;a4206;2840
a4205;a9205;33077
a4206;a4207;39418
a4206;a9206;22003
a4207;a4208;14408
a4207;a9207;18113
a4208;a4209;44029
a4208;a9208;47232
a4209;a4210;4000
a4209;a9209;8556
a4210;a4211;4226
a4210;a9210;41433
a4211;a4212;15185
a4211;a9211;47976
a4212;a4213;38919
a4212;a9212;23223
a4213;a4214;50090
a4213;a9213;14163
a4214;a4215;26208
a4214;a9214;15348
a4215;a4216;16606
a4215;a9215;49194
a4216;a4217;43698
a4216;a9216;42668
a4217;a4218;27400
a4217;a9217;12459
a4218;a4219;39974
a4218;a9218;28908
a4219;a4220;37934
a4219;a9219;34917
a4220;a4221;34781
a4220;a9220;22408
a4221;a4222;41202
a4221;a9221;32197
a4222;a4223;51800
a4222;a9222;17516
a4223;a4224;31487
a4223;a9223;40086
a4224;a4225;33235
a4224;a9224;26179
a4225;a4226;8059
a4225;a9225;18373
a4226;a4227;19886
a4226;a9226;43807
a4227;a4228;12474
a4227;a9227;28117
a4228;a4229;3831
a4228;a9228;44543
a4229;a4230;29871
a4229;a9229;22926
a4230;a4231;23428
a4230;a9230;33696
a4231;a4232;35507
a4231;a9231;7073
a4232;a4233;21923
a4232;a9232;29293
a4233;a4234;32674
a4233;a9233;51912
a4234;a4235;31651
a4234;a9234;40439
a4235;a4236;7062
a4235;a9235;27419
a4236;a4237;25538
a4236;a9236;7524
a4237;a4238;15699
a4237;a9237;47471
a4238;a4239;46422
a4238;a9238;18140
a4239;a4240;35631
a4239;a9239;45910
a4240;a4241;32553
a4240;a9240;13068
a4241;a4242;18685
a4241;a9241;45411
a4242;a4243;4590
a4242;a9242;48654
a4243;a4244;33835
a4243;a9243;2691
a4244;a4245;15349
a4244;a9244;35478
a4245;a4246;27979
a4245;a9245;11715
a4246;a4247;38672
a4246;a9246;28339
a4247;a4248;49251
a4247;a9247;21181
a4248;a4249;37819
a4248;a9248;49275
a4249;a4250;4401
a4249;a9249;23819
a4250;a4251;7032
a4250;a9250;33585
a4251;a4252;13206
a4251;a9251;2807
a4252;a4253;22115
a4252;a9252;48632
a4253;a4254;28414
a4253;a9253;24946
a4254;a4255;17170
a4254;a9254;46586
a4255;a4256;9306
a4255;a9255;51160
a4256;a4257;25024
a4256;a9256;25208
a4257;a4258;20573
a4257;a9257;42347
a4258;a4259;28267
a4258;a9258;35277
a4259;a4260;25951
a4259;a9259;22644
a4260;a4261;16336
a4260;a9260;39316
a4261;a4262;7791
a4261;a9261;22756
a4262;a4263;31613
a4262;a9262;43913
a4263;a4264;19592
a4263;a9263;13186
a4264;a4265;14115
a4264;a9264;47126
a4265;a4266;18409
a4265;a9265;50873
a4266;a4267;20054
a4266;a9266;13193
a4267;a4268;27996
a4267;a9267;3083
a4268;a4269;44229
a4268;a9268;9097
a4269;a4270;51589
a4269;a9269;29208
a4270;a4271;20082
a4270;a9270;11420
a4271;a4272;35269
a4271;a9271;44545
a4272;a4273;4037
a4272;a9272;17332
a4273;a4274;29036
a4273;a9273;10103
a4274;a4275;22718
a4274;a9274;20604
a4275;a4276;2896
a4275;a9275;39019
a4276;a4277;22614
a4276;a9276;42051
a4277;a4278;49546
a4277;a9277;33245
a4278;a4279;11794
a4278;a9278;33979
a4279;a4280;43563
a4279;a9279;13854
a4280;a4281;22396
a4280;a9280;9881
a4281;a4282;29409
a4281;a9281;34499
a4282;a4283;50803
a4282;a9282;33866
a4283;a4284;27006
a4283;a9283;20378
a4284;a4285;49622
a4284;a9284;39157
a4285;a4286;24156
a4285;a9285;4373
a4286;a4287;51914
a4286;a9286;31329
a4287;a4288;19662
a4287;a9287;37961
a4288;a4289;3463
a4288;a9288;19924
a4289;a4290;39663
a4289;a9289;36951
a4290;a4291;13305
a4290;a9290;11576
a4291;a4292;22358
a4291;a9291;31139
a4292;a4293;6220
a4292;a9292;38840
a4293;a4294;3126
a4293;a9293;22588
a4294;a4295;23447
a4294;a9294;41543
a4295;a4296;32815
a4295;a9295;19349
a4296;a4297;19475
a4296;a9296;11681
a4297;a4298;26908
a4297;a9297;50218
a4298;a4299;43464
a4298;a9298;8610
a4299;a4300;22219
a4299;a9299;31373
a4300;a4301;23563
a4300;a9300;48629
a4301;a4302;10768
a4301;a9301;47571
a4302;a4303;41200
a4302;a9302;21890
a4303;a4304;27610
a4303;a9303;29042
a4304;a4305;40277
a4304;a9304;40051
a4305;a4306;40478
a4305;a9305;50125
a4306;a4307;13140
a4306;a9306;20046
a4307;a4308;24357
a4307;a9307;47276
a4308;a4309;41157
a4308;a9308;12960
a4309;a4310;3341
a4309;a9309;2134
a4310;a4311;42805
a4310;a9310;42070
a4311;a4312;5468
a4311;a9311;10031
a4312;a4313;46271
a4312;a9312;20851
a4313;a4314;3613
a4313;a9313;5510
a4314;a4315;6750
a4314;a9314;29972
a4315;a4316;6997
a4315;a9315;44224
a4316;a4317;30851
a4316;a9316;42110
a4317;a4318;23337
a4317;a9317;44929
a4318;a4319;51823
a4318;a9318;44835
a4319;a4320;31313
a4319;a9319;26200
a4320;a4321;19688
a4320;a9320;24692
a4321;a4322;36599
a4321;a9321;29938
a4322;a4323;29777
a4322;a9322;40168
a4323;a4324;32470
a4323;a9323;7825
a4324;a4325;11644
a4324;a9324;27260
a4325;a4326;47713
a4325;a9325;7413
a4326;a4327;37913
a4326;a9326;49000
a4327;a4328;40453
a4327;a9327;31757
a4328;a4329;39187
a4328;a9328;19483
a4329;a4330;36342
a4329;a9329;10170
a4330;a4331;26850
a4330;a9330;3684
a4331;a4332;13559
a4331;a9331;7985
a4332;a4333;30315
a4332;a9332;16690
a4333;a4334;5066
a4333;a9333;20065
a4334;a4335;49074
a4334;a9334;19822
a4335;a4336;20646
a4335;a9335;36183
a4336;a4337;2764
a4336;a9336;36570
a4337;a4338;37396
a4337;a9337;36386
a4338;a4339;34396
a4338;a9338;38288
a4339;a4340;17545
a4339;a9339;20979
a4340;a4341;32871
a4340;a9340;28116
a4341;a4342;36756
a4341;a9341;2873
a4342;a4343;40951
a4342;a9342;31773
a4343;a4344;44363
a4343;a9343;39678
a4344;a4345;3988
a4344;a9344;35512
a4345;a4346;29429
a4345;a9345;9173
a4346;a4347;42861
a4346;a9346;44806
a4347;a4348;32943
a4347;a9347;34532
a4348;a4349;51817
a4348;a9348;22149
a4349;a4350;26977
a4349;a9349;45066
a4350;a4351;28220
a4350;a9350;48697
a4351;a4352;26251
a4351;a9351;14121
a4352;a4353;36558
a4352;a9352;42480
a4353;a4354;6145
a4353;a9353;48263
a4354;a4355;43499
a4354;a9354;5341
a4355;a4356;23930
a4355;a9355;10905
a4356;a4357;34247
a4356;a9356;11891
a4357;a4358;26763
a4357;a9357;49114
a4358;a4359;33038
a4358;a9358;46339
a4359;a4360;30789
a4359;a9359;4536
a4360;a4361;2175
a4360;a9360;37299
a4361;a4362;20636
a4361;a9361;28036
a4362;a4363;34733
a4362;a9362;36371
a4363;a4364;47482
a4363;a9363;32988
a4364;a4365;35754
a4364;a9364;33666
a4365;a4366;46951
a4365;a9365;13980
a4366;a4367;5565
a4366;a9366;2269
a4367;a4368;5136
a4367;a9367;26070
a4368;a4369;46738
a4368;a9368;14119
a4369;a4370;22193
a4369;a9369;14773
a4370;a4371;13093
a4370;a9370;21741
a4371;a4372;8187
a4371;a9371;8411
a4372;a4373;5158
a4372;a9372;3882
a4373;a4374;45085
a4373;a9373;32629
a4374;a4375;41555
a4374;a9374;28180
a4375;a4376;12177
a4375;a9375;31469
a4376;a4377;49863
a4376;a9376;40712
a4377;a4378;49557
a4377;a9377;30675
a4378;a4379;23707
a4378;a9378;50522
a4379;a4380;25773
a4379;a9379;6645
a4380;a4381;35060
a4380;a9380;37025
a4381;a4382;31260
a4381;a9381;28800
a4382;a4383;22019
a4382;a9382;19573
a4383;a4384;38767
a4383;a9383;24070
a4384;a4385;42714
a4384;a9384;41418
a4385;a4386;5613
a4385;a9385;19637
a4386;a4387;45385
a4386;a9386;34772
a4387;a4388;40315
a4387;a9387;4128
a4388;a4389;3211
a4388;a9388;49784
a4389;a4390;17919
a4389;a9389;8032
a4390;a4391;49957
a4390;a9390;47825
a4391;a4392;4165
a4391;a9391;41301
a4392;a4393;29161
a4392;a9392;28703
a4393;a4394;38531
a4393;a9393;39774
a4394;a4395;35252
a4394;a9394;32159
a4395;a4396;30148
a4395;a9395;12388
a4396;a4397;29707
a4396;a9396;26316
a4397;a4398;38594
a4397;a9397;47950
a4398;a4399;9159
a4398;a9398;19637
a4399;a4400;43668
a4399;a9399;33684
a4400;a4401;35259
a4400;a9400;8371
a4401;a4402;4359
a4401;a9401;7713
a4402;a4403;7969
a4402;a9402;48485
a4403;a4404;17471
a4403;a9403;14178
a4404;a4405;24995
a4404;a9404;19637
a4405;a4406;10588
a4405;a9405;2804
a4406;a4407;20083
a4406;a9406;28869
a4407;a4408;42435
a4407;a9407;14349
a4408;a4409;12042
a4408;a9408;33390
a4409;a4410;36047
a4409;a9409;19638
a4410;a4411;24509
a4410;a9410;45079
a4411;a4412;36645
a4411;a9411;32620
a4412;a4413;3709
a4412;a9412;14146
a4413;a4414;16604
a4413;a9413;47273
a4414;a4415;17793
a4414;a9414;25752
a4415;a4416;44512
a4415;a9415;4055
a4416;a4417;16644
a4416;a9416;31364
a4417;a4418;43931
a4417;a9417;24096
a4418;a4419;15515
a4418;a9418;26086
a4419;a4420;40191
a4419;a9419;8352
a4420;a4421;39323
a4420;a9420;24287
a4421;a4422;30324
a4421;a9421;34522
a4422;a4423;26977
a4422;a9422;28490
a4423;a4424;12052
a4423;a9423;46718
a4424;a4425;46730
a4424;a9424;30635
a4425;a4426;22651
a4425;a9425;21558
a4426;a4427;14224
a4426;a9426;30622
a4427;a4428;17477
a4427;a9427;9686
a4428;a4429;34621
a4428;a9428;4338
a4429;a4430;10927
a4429;a9429;43517
a4430;a4431;9027
a4430;a9430;2239
a4431;a4432;9722
a4431;a9431;20449
a4432;a4433;3260
a4432;a9432;10009
a4433;a4434;39526
a4433;a9433;15738
a4434;a4435;23959
a4434;a9434;4831
a4435;a4436;51109
a4435;a9435;50778
a4436;a4437;32993
a4436;a9436;44338
a4437;a4438;41554
a4437;a9437;40600
a4438;a4439;6198
a4438;a9438;30469
a4439;a4440;39317
a4439;a9439;19099
a4440;a4441;6566
a4440;a9440;47128
a4441;a4442;29359
a4441;a9441;41674
a4442;a4443;45195
a4442;a9442;28809
a4443;a4444;36007
a4443;a9443;42795
a4444;a4445;45545
a4444;a9444;27141
a4445;a4446;36722
a4445;a9445;30320
a4446;a4447;7829
a4446;a9446;3714
a4447;a4448;49561
a4447;a9447;29308
a4448;a4449;40747
a4448;a9448;40467
a4449;a4450;20703
a4449;a9449;45558
a4450;a4451;37193
a4450;a9450;23419
a4451;a4452;36182
a4451;a9451;3102
a4452;a4453;19035
a4452;a9452;21608
a4453;a4454;43679
a4453;a9453;20522
a4454;a4455;13638
a4454;a9454;50701
a4455;a4456;46107
a4455;a9455;28070
a4456;a4457;51392
a4456;a9456;29964
a4457;a4458;18561
a4457;a9457;41334
a4458;a4459;39206
a4458;a9458;11988
a4459;a4460;4211
a4459;a9459;47447
a4460;a4461;19627
a4460;a9460;36930
a4461;a4462;12706
a4461;a9461;26696
a4462;a4463;19090
a4462;a9462;36860
a4463;a4464;26732
a4463;a9463;25797
a4464;a4465;21618
a4464;a9464;41285
a4465;a4466;18536
a4465;a9465;19048
a4466;a4467;26253
a4466;a9466;11883
a4467;a4468;38403
a4467;a9467;40158
a4468;a4469;7464
a4468;a9468;13083
a4469;a4470;11362
a4469;a9469;40581
a4470;a4471;47832
a4470;a9470;5221
a4471;a4472;16725
a4471;a9471;29895
a4472;a4473;51428
a4472;a9472;28723
a4473;a4474;27429
a4473;a9473;29956
a4474;a4475;24468
a4474;a9474;30976
a4475;a4476;2658
a4475;a9475;27351
a4476;a4477;27064
a4476;a9476;22416
a4477;a4478;7682
a4477;a9477;38025
a4478;a4479;6196
a4478;a9478;34692
a4479;a4480;29473
a4479;a9479;3850
a4480;a4481;15392
a4480;a9480;41724
a4481;a4482;15275
a4481;a9481;23391
a4482;a4483;11012
a4482;a9482;43984
a4483;a4484;34030
a4483;a9483;28139
a4484;a4485;38532
a4484;a9484;7374
a4485;a4486;47308
a4485;a9485;51112
a4486;a4487;34777
a4486;a9486;40717
a4487;a4488;27241
a4487;a9487;46819
a4488;a4489;23646
a4488;a9488;40052
a4489;a4490;23829
a4489;a9489;10388
a4490;a4491;23561
a4490;a9490;23700
a4491;a4492;12974
a4491;a9491;8856
a4492;a4493;14600
a4492;a9492;29350
a4493;a4494;49577
a4493;a9493;29534
a4494;a4495;32082
a4494;a9494;43324
a4495;a4496;7149
a4495;a9495;18726
a4496;a4497;11213
a4496;a9496;32586
a4497;a4498;6501
a4497;a9497;29068
a4498;a4499;4363
a4498;a9498;2101
a4499;a4500;21301
a4499;a9499;15279
a4500;a4501;28479
a4500;a9500;3672
a4501;a4502;47547
a4501;a9501;16232
a4502;a4503;25242
a4502;a9502;27546
a4503;a4504;37342
a4503;a9503;35873
a4504;a4505;30646
a4504;a9504;14744
a4505;a4506;24727
a4505;a9505;36773
a4506;a4507;3867
a4506;a9506;36341
a4507;a4508;12815
a4507;a9507;37870
a4508;a4509;7535
a4508;a9508;45725
a4509;a4510;46972
a4509;a9509;12288
a4510;a4511;12805
a4510;a9510;21237
a4511;a4512;18355
a4511;a9511;12051
a4512;a4513;22984
a4512;a9512;29548
a4513;a4514;25790
a4513;a9513;3971
a4514;a4515;18915
a4514;a9514;4628
a4515;a4516;21657
a4515;a9515;35017
a4516;a4517;27788
a4516;a9516;3201
a4517;a4518;29219
a4517;a9517;6075
a4518;a4519;4588
a4518;a9518;15256
a4519;a4520;44676
a4519;a9519;20166
a4520;a4521;42038
a4520;a9520;27317
a4521;a4522;27094
a4521;a9521;34906
a4522;a4523;40516
a4522;a9522;6978
a4523;a4524;33337
a4523;a9523;39286
a4524;a4525;24223
a4524;a9524;49485
a4525;a4526;23136
a4525;a9525;41673
a4526;a4527;33607
a4526;a9526;51048
a4527;a4528;41504
a4527;a9527;49368
a4528;a4529;6989
a4528;a9528;48991
a4529;a4530;31867
a4529;a9529;40015
a4530;a4531;36180
a4530;a9530;45862
a4531;a4532;43464
a4531;a9531;21680
a4532;a4533;41933
a4532;a9532;13174
a4533;a4534;20857
a4533;a9533;51528
a4534;a4535;15077
a4534;a9534;50600
a4535;a4536;51697
a4535;a9535;32690
a4536;a4537;8314
a4536;a9536;8096
a4537;a4538;51322
a4537;a9537;35099
a4538;a4539;41825
a4538;a9538;11726
a4539;a4540;29170
a4539;a9539;38905
a4540;a4541;3071
a4540;a9540;18727
a4541;a4542;12561
a4541;a9541;28385
a4542;a4543;27476
a4542;a9542;13777
a4543;a4544;47926
a4543;a9543;20191
a4544;a4545;42023
a4544;a9544;46330
a4545;a4546;8261
a4545;a9545;42248
a4546;a4547;38260
a4546;a9546;48398
a4547;a4548;8231
a4547;a9547;38648
a4548;a4549;14633
a4548;a9548;13249
a4549;a4550;15168
a4549;a9549;11466
a4550;a4551;40688
a4550;a9550;8054
a4551;a4552;45012
a4551;a9551;22614
a4552;a4553;47228
a4552;a9552;37792
a4553;a4554;47123
a4553;a9553;17537
a4554;a4555;37231
a4554;a9554;23382
a4555;a4556;10882
a4555;a9555;47858
a4556;a4557;42049
a4556;a9556;4407
a4557;a4558;19991
a4557;a9557;11914
a4558;a4559;16211
a4558;a9558;25614
a4559;a4560;37467
a4559;a9559;50546
a4560;a4561;22018
a4560;a9560;16841
a4561;a4562;25473
a4561;a9561;30463
a4562;a4563;2040
a4562;a9562;28024
a4563;a4564;39330
a4563;a9563;19036
a4564;a4565;23605
a4564;a9564;34483
a4565;a4566;34320
a4565;a9565;2491
a4566;a4567;4435
a4566;a9566;32839
a4567;a4568;37226
a4567;a9567;24087
a4568;a4569;42671
a4568;a9568;4583
a4569;a4570;11945
a4569;a9569;20148
a4570;a4571;27738
a4570;a9570;32570
a4571;a4572;39957
a4571;a9571;9535
a4572;a4573;50683
a4572;a9572;15548
a4573;a4574;41961
a4573;a9573;46532
a4574;a4575;13991
a4574;a9574;37185
a4575;a4576;36578
a4575;a9575;28027
a4576;a4577;11170
a4576;a9576;8997
a4577;a4578;15625
a4577;a9577;3307
a4578;a4579;5878
a4578;a9578;21105
a4579;a4580;13222
a4579;a9579;18864
a4580;a4581;38815
a4580;a9580;50787
a4581;a4582;7720
a4581;a9581;41166
a4582;a4583;28175
a4582;a9582;46432
a4583;a4584;21287
a4583;a9583;37533
a4584;a4585;6051
a4584;a9584;23692
a4585;a4586;21876
a4585;a9585;8956
a4586;a4587;48852
a4586;a9586;31376
a4587;a4588;36259
a4587;a9587;9003
a4588;a4589;14564
a4588;a9588;16940
a4589;a4590;50826
a4589;a9589;49780
a4590;a4591;43435
a4590;a9590;45324
a4591;a4592;8915
a4591;a9591;39340
a4592;a4593;11565
a4592;a9592;50294
a4593;a4594;9620
a4593;a9593;14897
a4594;a4595;48789
a4594;a9594;24488
a4595;a4596;23171
a4595;a9595;32727
a4596;a4597;43226
a4596;a9596;32884
a4597;a4598;12303
a4597;a9597;48754
a4598;a4599;4931
a4598;a9598;14587
a4599;a4600;37334
a4599;a9599;23453
a4600;a4601;50164
a4600;a9600;19470
a4601;a4602;25052
a4601;a9601;10946
a4602;a4603;46023
a4602;a9602;9498
a4603;a4604;48011
a4603;a9603;44933
a4604;a4605;22346
a4604;a9604;39348
a4605;a4606;41293
a4605;a9605;13449
a4606;a4607;14167
a4606;a9606;17335
a4607;a4608;28436
a4607;a9607;20354
a4608;a4609;43307
a4608;a9608;35582
a4609;a4610;36806
a4609;a9609;13928
a4610;a4611;32140
a4610;a9610;47882
a4611;a4612;5470
a4611;a9611;21978
a4612;a4613;16059
a4612;a9612;14759
a4613;a4614;25312
a4613;a9613;18451
a4614;a4615;33696
a4614;a9614;27852
a4615;a4616;2039
a4615;a9615;8720
a4616;a4617;25579
a4616;a9616;19973
a4617;a4618;47568
a4617;a9617;9425
a4618;a4619;12583
a4618;a9618;12886
a4619;a4620;34255
a4619;a9619;14025
a4620;a4621;5250
a4620;a9620;2218
a4621;a4622;39461
a4621;a9621;27075
a4622;a4623;13884
a4622;a9622;27765
a4623;a4624;14991
a4623;a9623;18648
a4624;a4625;37145
a4624;a9624;27893
a4625;a4626;37127
a4625;a9625;45285
a4626;a4627;3837
a4626;a9626;28761
a4627;a4628;28160
a4627;a9627;5394
a4628;a4629;28535
a4628;a9628;22617
a4629;a4630;39581
a4629;a9629;45126
a4630;a4631;16757
a4630;a9630;44589
a4631;a4632;50458
a4631;a9631;5384
a4632;a4633;19508
a4632;a9632;14046
a4633;a4634;11883
a4633;a9633;51884
a4634;a4635;40184
a4634;a9634;14883
a4635;a4636;9833
a4635;a9635;7927
a4636;a4637;39064
a4636;a9636;48880
a4637;a4638;24347
a4637;a9637;13918
a4638;a4639;11913
a4638;a9638;7668
a4639;a4640;32424
a4639;a9639;18564
a4640;a4641;39599
a4640;a9640;21777
a4641;a4642;35785
a4641;a9641;14153
a4642;a4643;15017
a4642;a9642;9750
a4643;a4644;42247
a4643;a9643;12352
a4644;a4645;2135
a4644;a9644;16340
a4645;a4646;41317
a4645;a9645;17552
a4646;a4647;19503
a4646;a9646;46486
a4647;a4648;40372
a4647;a9647;41963
a4648;a4649;17185
a4648;a9648;20897
a4649;a4650;17731
a4649;a9649;20357
a4650;a4651;31741
a4650;a9650;49869
a4651;a4652;2852
a4651;a9651;22664
a4652;a4653;8645
a4652;a9652;44253
a4653;a4654;11920
a4653;a9653;29451
a4654;a4655;25285
a4654;a9654;6373
a4655;a4656;49166
a4655;a9655;28750
a4656;a4657;30590
a4656;a9656;19126
a4657;a4658;30397
a4657;a9657;12633
a4658;a4659;39232
a4658;a9658;28519
a4659;a4660;45431
a4659;a9659;48505
a4660;a4661;29346
a4660;a9660;43438
a4661;a4662;50389
a4661;a9661;23150
a4662;a4663;42745
a4662;a9662;6581
a4663;a4664;19133
a4663;a9663;7249
a4664;a4665;25746
a4664;a9664;22184
a4665;a4666;35527
a4665;a9665;14286
a4666;a4667;26870
a4666;a9666;9403
a4667;a4668;24653
a4667;a9667;30559
a4668;a4669;34926
a4668;a9668;35053
a4669;a4670;51641
a4669;a9669;22348
a4670;a4671;47292
a4670;a9670;15754
a4671;a4672;11329
a4671;a9671;32213
a4672;a4673;3561
a4672;a9672;17506
a4673;a4674;40654
a4673;a9673;8847
a4674;a4675;4144
a4674;a9674;20178
a4675;a4676;8317
a4675;a9675;23952
a4676;a4677;6916
a4676;a9676;5505
a4677;a4678;23104
a4677;a9677;15217
a4678;a4679;7523
a4678;a9678;19775
a4679;a4680;3013
a4679;a9679;6602
a4680;a4681;10603
a4680;a9680;6591
a4681;a4682;12277
a4681;a9681;45879
a4682;a4683;39826
a4682;a9682;50868
a4683;a4684;2290
a4683;a9683;14658
a4684;a4685;14410
a4684;a9684;22493
a4685;a4686;35487
a4685;a9685;7967
a4686;a4687;38554
a4686;a9686;6995
a4687;a4688;28305
a4687;a9687;48868
a4688;a4689;8110
a4688;a9688;10988
a4689;a4690;20478
a4689;a9689;48553
a4690;a4691;35712
a4690;a9690;32166
a4691;a4692;13144
a4691;a9691;43916
a4692;a4693;31607
a4692;a9692;37178
a4693;a4694;17494
a4693;a9693;42670
a4694;a4695;2428
a4694;a9694;45850
a4695;a4696;19047
a4695;a9695;30751
a4696;a4697;44319
a4696;a9696;26908
a4697;a4698;39986
a4697;a9697;47972
a4698;a4699;9943
a4698;a9698;18610
a4699;a4700;23489
a4699;a9699;15653
a4700;a4701;21177
a4700;a9700;47494
a4701;a4702;19490
a4701;a9701;4340
a4702;a4703;30586
a4702;a9702;29856
a4703;a4704;20858
a4703;a9703;10583
a4704;a4705;5114
a4704;a9704;3477
a4705;a4706;32683
a4705;a9705;19257
a4706;a4707;14882
a4706;a9706;51648
a4707;a4708;4999
a4707;a9707;11915
a4708;a4709;8443
a4708;a9708;47587
a4709;a4710;21101
a4709;a9709;42275
a4710;a4711;43413
a4710;a9710;14990
a4711;a4712;9380
a4711;a9711;37093
a4712;a4713;17992
a4712;a9712;19614
a4713;a4714;36562
a4713;a9713;44391
a4714;a4715;14575
a4714;a9714;27582
a4715;a4716;44131
a4715;a9715;41306
a4716;a4717;21385
a4716;a9716;38386
a4717;a4718;7771
a4717;a9717;30654
a4718;a4719;41856
a4718;a9718;24448
a4719;a4720;31725
a4719;a9719;48731
a4720;a4721;34356
a4720;a9720;34545
a4721;a4722;36127
a4721;a9721;26821
